45,109.0
46,110.0
47,111.0
48,112.0
49,113.0
50,114.0
51,115.0
52,117.0
53,118.0
54,119.0
55,120.0
56,121.0
57,122.0
58,123.0
59,124.0
60,126.0
61,128.0
62,130.0
63,131.0
64,133.0
65,137.0
66,145.0
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,28.0
1,35.0
2,36.0
3,37.0
4,39.0
5,40.0
6,41.0
7,42.0
8,43.0
9,44.0
10,45.0
11,46.0
12,47.0
13,48.0
14,49.0
15,50.0
16,51.0
17,52.0
18,53.0
19,54.0
20,55.0
21,56.0
22,57.0
23,58.0
24,59.0
25,60.0
26,61.0
27,62.0
28,63.0
29,64.0
30,65.0
31,66.0
32,67.0
33,70.0
34,71.0
35,72.0
36,79.0
37,86.0
38,90.0
39,99.0
40,100.0
41,102.0
42,105.0
43,106.0
44,107.0
45,109.0
46,110.0
47,111.0
48,112.0
49,113.0
50,114.0
51,115.0
52,117.0
53,118.0
54,119.0
55,120.0
56,121.0
57,122.0
58,123.0
59,124.0
60,126.0
61,128.0
62,130.0
63,131.0
64,133.0
65,137.0
66,145.0
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,28.0
1,35.0
2,36.0
3,37.0
4,39.0
5,40.0
6,41.0
7,42.0
8,43.0
9,44.0
10,45.0
11,46.0
12,47.0
13,48.0
14,49.0
15,50.0
16,51.0
17,52.0
18,53.0
19,54.0
20,55.0
21,56.0
22,57.0
23,58.0
24,59.0
25,60.0
26,61.0
27,62.0
28,63.0
29,64.0
30,65.0
31,66.0
32,67.0
33,70.0
34,71.0
35,72.0
36,79.0
37,86.0
38,90.0
39,99.0
40,100.0
41,102.0
42,105.0
43,106.0
44,107.0
45,109.0
46,110.0
47,111.0
48,112.0
49,113.0
50,114.0
51,115.0
52,117.0
53,118.0
54,119.0
55,120.0
56,121.0
57,122.0
58,123.0
59,124.0
60,126.0
61,128.0
62,130.0
63,131.0
64,133.0
65,137.0
66,145.0
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,28.0
1,35.0
2,36.0
3,37.0
4,39.0
5,40.0
6,41.0
7,42.0
8,43.0
9,44.0
10,45.0
11,46.0
12,47.0
13,48.0
14,49.0
15,50.0
16,51.0
17,52.0
18,53.0
19,54.0
20,55.0
21,56.0
22,57.0
23,58.0
24,59.0
25,60.0
26,61.0
27,62.0
28,63.0
29,64.0
30,65.0
31,66.0
32,67.0
33,70.0
34,71.0
35,72.0
36,79.0
37,86.0
38,90.0
39,99.0
40,100.0
41,102.0
42,105.0
43,106.0
44,107.0
45,109.0
46,110.0
47,111.0
48,112.0
49,113.0
50,114.0
51,115.0
52,117.0
53,118.0
54,119.0
55,120.0
56,121.0
57,122.0
58,123.0
59,124.0
60,126.0
61,128.0
62,130.0
63,131.0
64,133.0
65,137.0
66,145.0
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,28.0
1,35.0
2,36.0
3,37.0
4,39.0
5,40.0
6,41.0
7,42.0
8,43.0
9,44.0
10,45.0
11,46.0
12,47.0
13,48.0
14,49.0
15,50.0
16,51.0
17,52.0
18,53.0
19,54.0
20,55.0
21,56.0
22,57.0
23,58.0
24,59.0
25,60.0
26,61.0
27,62.0
28,63.0
29,64.0
30,65.0
31,66.0
32,67.0
33,70.0
34,71.0
35,72.0
36,79.0
37,86.0
38,90.0
39,99.0
40,100.0
41,102.0
42,105.0
43,106.0
44,107.0
45,109.0
46,110.0
47,111.0
48,112.0
49,113.0
50,114.0
51,115.0
52,117.0
53,118.0
54,119.0
55,120.0
56,121.0
57,122.0
58,123.0
59,124.0
60,126.0
61,128.0
62,130.0
63,131.0
64,133.0
65,137.0
66,145.0
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,17.0
1,24.0
2,26.0
3,27.0
4,29.0
5,31.0
6,32.0
7,33.0
8,35.0
9,37.0
10,38.0
11,39.0
12,40.0
13,41.0
14,42.0
15,43.0
16,45.0
17,47.0
18,48.0
19,49.0
20,51.0
21,52.0
22,53.0
23,55.0
24,57.0
25,58.0
26,65.0
27,69.0
28,76.0
29,82.0
30,83.0
31,90.0
32,91.0
33,92.0
34,95.0
35,96.0
36,97.0
37,98.0
38,99.0
39,100.0
40,101.0
41,102.0
42,103.0
43,104.0
44,105.0
45,106.0
46,107.0
47,108.0
48,109.0
49,110.0
50,111.0
51,112.0
52,113.0
53,114.0
54,116.0
55,117.0
56,118.0
57,119.0
58,120.0
59,121.0
60,123.0
61,125.0
62,126.0
63,127.0
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,31.0
1,32.0
2,39.0
3,40.0
4,41.0
5,45.0
6,46.0
7,47.0
8,48.0
9,49.0
10,50.0
11,51.0
12,53.0
13,54.0
14,55.0
15,57.0
16,58.0
17,59.0
18,60.0
19,61.0
20,62.0
21,63.0
22,64.0
23,65.0
24,66.0
25,68.0
26,69.0
27,70.0
28,71.0
29,72.0
30,74.0
31,75.0
32,76.0
33,77.0
34,79.0
35,80.0
36,102.0
37,109.0
38,111.0
39,112.0
40,113.0
41,114.0
42,115.0
43,116.0
44,117.0
45,118.0
46,119.0
47,122.0
48,123.0
49,124.0
50,125.0
51,127.0
52,128.0
53,130.0
54,132.0
55,133.0
56,137.0
57,139.0
58,140.0
59,145.0
60,149.0
61,
62,
63,
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,24.0
1,29.0
2,37.0
3,38.0
4,42.0
5,45.0
6,46.0
7,47.0
8,48.0
9,51.0
10,52.0
11,53.0
12,54.0
13,55.0
14,56.0
15,57.0
16,58.0
17,59.0
18,60.0
19,61.0
20,62.0
21,63.0
22,64.0
23,65.0
24,68.0
25,69.0
26,71.0
27,72.0
28,73.0
29,74.0
30,75.0
31,76.0
32,77.0
33,78.0
34,79.0
35,80.0
36,81.0
37,82.0
38,83.0
39,84.0
40,85.0
41,88.0
42,90.0
43,91.0
44,93.0
45,95.0
46,100.0
47,101.0
48,102.0
49,105.0
50,106.0
51,107.0
52,113.0
53,116.0
54,119.0
55,120.0
56,123.0
57,125.0
58,126.0
59,127.0
60,128.0
61,132.0
62,140.0
63,141.0
64,144.0
65,146.0
66,147.0
67,149.0
68,150.0
69,160.0
70,161.0
71,166.0
72,169.0
73,179.0
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,16.0
1,22.0
2,23.0
3,25.0
4,26.0
5,29.0
6,30.0
7,31.0
8,34.0
9,35.0
10,39.0
11,40.0
12,42.0
13,44.0
14,46.0
15,47.0
16,48.0
17,52.0
18,53.0
19,54.0
20,55.0
21,56.0
22,57.0
23,60.0
24,61.0
25,62.0
26,65.0
27,67.0
28,68.0
29,69.0
30,70.0
31,71.0
32,73.0
33,74.0
34,76.0
35,77.0
36,78.0
37,80.0
38,81.0
39,82.0
40,83.0
41,84.0
42,87.0
43,89.0
44,90.0
45,91.0
46,92.0
47,93.0
48,96.0
49,97.0
50,99.0
51,101.0
52,103.0
53,104.0
54,105.0
55,106.0
56,107.0
57,108.0
58,110.0
59,112.0
60,114.0
61,115.0
62,117.0
63,118.0
64,120.0
65,121.0
66,122.0
67,125.0
68,126.0
69,127.0
70,130.0
71,131.0
72,134.0
73,135.0
74,136.0
75,138.0
76,140.0
77,141.0
78,143.0
79,145.0
80,148.0
81,155.0
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,22.0
1,29.0
2,34.0
3,35.0
4,37.0
5,40.0
6,41.0
7,42.0
8,43.0
9,45.0
10,47.0
11,48.0
12,49.0
13,50.0
14,51.0
15,52.0
16,55.0
17,56.0
18,57.0
19,58.0
20,59.0
21,61.0
22,62.0
23,63.0
24,64.0
25,65.0
26,66.0
27,67.0
28,68.0
29,69.0
30,71.0
31,72.0
32,73.0
33,76.0
34,77.0
35,78.0
36,79.0
37,81.0
38,82.0
39,83.0
40,84.0
41,85.0
42,86.0
43,89.0
44,90.0
45,92.0
46,95.0
47,96.0
48,98.0
49,100.0
50,101.0
51,103.0
52,107.0
53,108.0
54,109.0
55,114.0
56,116.0
57,117.0
58,123.0
59,124.0
60,130.0
61,131.0
62,137.0
63,138.0
64,144.0
65,145.0
66,147.0
67,148.0
68,156.0
69,161.0
70,166.0
71,167.0
72,171.0
73,190.0
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,18.0
1,19.0
2,20.0
3,23.0
4,24.0
5,28.0
6,30.0
7,35.0
8,36.0
9,37.0
10,38.0
11,39.0
12,40.0
13,41.0
14,42.0
15,44.0
16,45.0
17,46.0
18,48.0
19,49.0
20,50.0
21,52.0
22,53.0
23,54.0
24,55.0
25,56.0
26,57.0
27,58.0
28,59.0
29,60.0
30,61.0
31,64.0
32,67.0
33,71.0
34,76.0
35,83.0
36,88.0
37,89.0
38,91.0
39,93.0
40,95.0
41,98.0
42,99.0
43,101.0
44,102.0
45,103.0
46,104.0
47,105.0
48,106.0
49,107.0
50,108.0
51,109.0
52,110.0
53,111.0
54,112.0
55,113.0
56,114.0
57,115.0
58,116.0
59,118.0
60,119.0
61,120.0
62,121.0
63,123.0
64,124.0
65,125.0
66,128.0
67,129.0
68,136.0
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,5.0
1,36.0
2,37.0
3,38.0
4,42.0
5,43.0
6,44.0
7,45.0
8,49.0
9,51.0
10,52.0
11,53.0
12,54.0
13,55.0
14,56.0
15,58.0
16,59.0
17,60.0
18,61.0
19,62.0
20,63.0
21,64.0
22,65.0
23,66.0
24,67.0
25,69.0
26,70.0
27,71.0
28,72.0
29,73.0
30,74.0
31,75.0
32,76.0
33,77.0
34,78.0
35,79.0
36,80.0
37,83.0
38,85.0
39,87.0
40,89.0
41,90.0
42,91.0
43,92.0
44,93.0
45,94.0
46,95.0
47,96.0
48,97.0
49,98.0
50,100.0
51,102.0
52,109.0
53,112.0
54,113.0
55,114.0
56,115.0
57,127.0
58,130.0
59,133.0
60,134.0
61,135.0
62,136.0
63,138.0
64,142.0
65,144.0
66,146.0
67,161.0
68,166.0
69,176.0
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,22.0
1,29.0
2,35.0
3,36.0
4,38.0
5,39.0
6,42.0
7,44.0
8,45.0
9,46.0
10,47.0
11,48.0
12,49.0
13,50.0
14,51.0
15,52.0
16,53.0
17,54.0
18,55.0
19,56.0
20,57.0
21,58.0
22,59.0
23,60.0
24,61.0
25,62.0
26,63.0
27,64.0
28,65.0
29,66.0
30,67.0
31,68.0
32,69.0
33,70.0
34,72.0
35,73.0
36,74.0
37,75.0
38,77.0
39,78.0
40,82.0
41,83.0
42,84.0
43,85.0
44,86.0
45,87.0
46,88.0
47,91.0
48,93.0
49,95.0
50,97.0
51,99.0
52,101.0
53,107.0
54,108.0
55,109.0
56,110.0
57,111.0
58,113.0
59,116.0
60,119.0
61,121.0
62,122.0
63,123.0
64,126.0
65,130.0
66,132.0
67,133.0
68,135.0
69,136.0
70,137.0
71,138.0
72,139.0
73,145.0
74,148.0
75,149.0
76,157.0
77,158.0
78,164.0
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,30.0
1,31.0
2,32.0
3,34.0
4,36.0
5,37.0
6,38.0
7,40.0
8,41.0
9,42.0
10,43.0
11,44.0
12,45.0
13,46.0
14,47.0
15,48.0
16,50.0
17,51.0
18,52.0
19,53.0
20,55.0
21,56.0
22,57.0
23,59.0
24,60.0
25,61.0
26,63.0
27,69.0
28,72.0
29,77.0
30,87.0
31,92.0
32,94.0
33,95.0
34,97.0
35,98.0
36,99.0
37,100.0
38,101.0
39,102.0
40,103.0
41,105.0
42,106.0
43,107.0
44,108.0
45,109.0
46,110.0
47,111.0
48,112.0
49,113.0
50,114.0
51,115.0
52,116.0
53,119.0
54,120.0
55,121.0
56,122.0
57,124.0
58,130.0
59,131.0
60,132.0
61,133.0
62,137.0
63,139.0
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,22.0
1,28.0
2,29.0
3,35.0
4,36.0
5,38.0
6,39.0
7,40.0
8,42.0
9,43.0
10,45.0
11,46.0
12,49.0
13,51.0
14,52.0
15,54.0
16,55.0
17,56.0
18,57.0
19,59.0
20,60.0
21,62.0
22,63.0
23,64.0
24,65.0
25,66.0
26,67.0
27,68.0
28,69.0
29,70.0
30,71.0
31,72.0
32,73.0
33,75.0
34,77.0
35,78.0
36,79.0
37,82.0
38,84.0
39,86.0
40,87.0
41,88.0
42,89.0
43,90.0
44,93.0
45,94.0
46,95.0
47,96.0
48,99.0
49,100.0
50,101.0
51,103.0
52,106.0
53,109.0
54,115.0
55,116.0
56,117.0
57,119.0
58,120.0
59,121.0
60,123.0
61,125.0
62,127.0
63,128.0
64,129.0
65,135.0
66,137.0
67,139.0
68,140.0
69,142.0
70,146.0
71,149.0
72,152.0
73,156.0
74,160.0
75,170.0
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,29.0
1,33.0
2,36.0
3,37.0
4,38.0
5,39.0
6,42.0
7,43.0
8,44.0
9,45.0
10,47.0
11,49.0
12,51.0
13,52.0
14,53.0
15,54.0
16,55.0
17,56.0
18,57.0
19,58.0
20,59.0
21,60.0
22,61.0
23,62.0
24,63.0
25,64.0
26,65.0
27,68.0
28,69.0
29,70.0
30,71.0
31,73.0
32,74.0
33,75.0
34,76.0
35,77.0
36,78.0
37,79.0
38,83.0
39,85.0
40,87.0
41,88.0
42,90.0
43,91.0
44,92.0
45,93.0
46,95.0
47,96.0
48,97.0
49,98.0
50,100.0
51,102.0
52,105.0
53,107.0
54,112.0
55,114.0
56,117.0
57,121.0
58,122.0
59,125.0
60,126.0
61,130.0
62,140.0
63,145.0
64,151.0
65,159.0
66,160.0
67,162.0
68,163.0
69,167.0
70,171.0
71,173.0
72,183.0
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
65,140
66,143
67,147
68,154
69,156
70,157
71,165
72,170
73,171
74,178
75,185
0,1.0
1,2.0
2,3.0
3,6.0
4,11.0
5,13.0
6,14.0
7,17.0
8,18.0
9,19.0
10,22.0
11,23.0
12,25.0
13,26.0
14,28.0
15,30.0
16,32.0
17,34.0
18,35.0
19,39.0
20,60.0
21,65.0
22,72.0
23,75.0
24,77.0
25,78.0
26,79.0
27,82.0
28,83.0
29,84.0
30,85.0
31,86.0
32,87.0
33,88.0
34,90.0
35,91.0
36,92.0
37,93.0
38,94.0
39,95.0
40,96.0
41,97.0
42,98.0
43,99.0
44,100.0
45,102.0
46,103.0
47,104.0
48,105.0
49,106.0
50,107.0
51,108.0
52,109.0
53,110.0
54,111.0
55,112.0
56,113.0
57,114.0
58,115.0
59,116.0
60,118.0
61,119.0
62,120.0
63,122.0
64,125.0
65,127.0
66,129.0
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
,0
0,22
1,26
2,27
3,35
4,40
5,41
6,43
7,44
8,45
9,46
10,47
11,48
12,50
13,51
14,52
15,53
16,55
17,56
18,57
19,58
20,59
21,60
22,61
23,62
24,63
25,64
26,65
27,67
28,68
29,69
30,70
31,71
32,72
33,73
34,74
35,75
36,76
37,77
38,78
39,79
40,80
41,81
42,82
43,83
44,84
45,86
46,87
47,88
48,89
49,92
50,98
51,100
52,102
53,105
54,108
55,113
56,118
57,120
58,121
59,122
60,125
61,127
62,128
63,129
64,135
